Name,PitchValue
164,49.239754
165,27.115444
166,37.363625
167,37.161427
168,42.060093
169,46.240646
170,46.26763
171,41.953568
172,63.338577
173,42.72311
174,54.149307
175,42.98642
176,47.056137
177,46.087566
178,44.6292
179,44.257275
180,44.550976
181,41.956226
182,41.924133
183,41.910275
184,41.882027
185,39.171734
186,37.357285
187,37.247124
188,49.205162
189,37.19943
190,49.176407
191,49.17897
192,49.16946
193,49.210823
194,54.224144
195,54.336044
196,54.3594
197,34.244682
198,34.2414
199,34.182907
200,35.190617
201,35.754993
202,35.78646
203,35.721558
204,35.691917
205,35.683296
206,35.635315
207,50.990784
208,63.06936
209,63.07055
210,63.137558
211,87.0432
212,75.16397
213,75.19962
214,75.22816
215,63.18643
216,63.18834
217,63.136543
218,63.216896
219,52.187496
220,49.973625
221,47.577084
222,45.24579
223,44.240334
224,43.809162
225,43.826603
226,43.87836
227,43.894695
228,41.697205
229,41.033615
230,39.575714
231,39.210396
232,37.37304
233,37.203796
234,63.2193
235,63.165215
236,65.17674
237,68.15872
238,68.197845
239,68.211845
240,68.171974
241,44.312435
242,44.10323
243,44.11515
244,44.111717
245,44.1304
246,50.421696
247,44.179844
248,50.388405
249,49.969357
250,68.217476
251,70.046295
252,70.06397
253,70.1214
254,70.87622
255,71.89374
256,72.07483
257,72.137924
258,75.01261
259,74.989044
260,75.10353
261,75.14159
262,72.26389
263,68.195206
264,54.760704
265,20.312706
266,43.989807
267,46.169758
268,47.30275
269,44.313732
270,44.07554
271,44.070007
272,44.012707
273,44.15
274,40.334785
275,44.189766
276,44.17537
277,56.166607
278,56.1761
279,56.11074
280,56.07531
281,44.053944
282,60.9377
283,60.99544
284,60.98545
285,61.062943
286,44.234184
287,44.233833
288,56.36682
289,56.351143
290,44.251343
291,44.243782
292,44.13077
293,44.182877
294,27.98137
295,34.24573
296,44.17342
297,28.002268
298,32.233067
299,32.23314
300,32.229576
301,44.137177
302,44.134205
303,44.00346
304,44.100143
305,56.180134
306,44.137943
307,36.94692
308,32.374092
309,32.40026
310,49.816185
311,49.087875
312,45.91175
313,44.12909
314,44.0511
315,42.845757
316,42.816143
317,44.103756
318,44.14045
319,40.885944
320,39.672623
321,44.142185
322,63.091537
323,63.08493
324,63.126213
325,63.1361
326,63.166862
327,68.17559
328,68.21208
329,63.207657
330,63.213364
331,63.16208
332,63.190468
333,51.13829
334,44.18517
335,39.554073
336,44.200535
337,51.02182
338,63.211388
339,64.72721
340,64.840065
341,64.89995
342,64.99954
343,65.09689
344,65.06319
345,36.954662
346,36.937172
347,44.112053
348,44.179985
349,44.05586
350,44.07107
351,51.100395
352,44.182884
353,44.1738
354,44.062553
355,41.236122
356,53.58738
357,44.313225
358,46.841343
359,45.168274
360,44.283947
361,44.054848
362,43.904633
363,44.09239
364,44.134388
365,44.16965
366,72.11105
367,44.2042
368,44.289787
369,48.025925
370,44.4059
371,44.35926
372,44.33811
373,44.283524
374,44.307957
375,44.298492
376,44.26974
377,36.3347
378,34.218674
379,34.107655
380,47.769226
381,47.414886
382,46.118763
383,37.280487
384,37.291183
385,37.27848
386,65.12756
387,65.08751
388,65.0677
389,65.01765
390,65.04109
391,65.0676
392,65.08477
393,65.12741
394,88.9838
395,88.93928
396,65.14929
397,65.15703
398,70.170876
399,61.24524
400,58.04274
401,50.81544
402,48.966347
403,46.672577
404,45.19767
405,44.40877
406,42.388237
407,42.088245
408,45.210423
409,41.62197
410,41.610474
411,41.819305
412,41.8991
413,41.956367
414,61.232544
415,61.207336
416,73.72133
417,73.11286
418,77.10871
419,70.20855
420,70.19229
421,61.292007
422,61.32099
423,54.33629
424,46.08432
425,41.666637
426,46.09459
427,46.12268
428,45.972507
429,53.101288
430,46.142662
431,45.960625
432,70.12808
433,70.10427
434,71.572464
435,46.007137
436,46.021694
437,46.293243
438,45.964203
439,46.703796
440,46.001213
441,46.036865
442,46.113167
443,45.913963
444,70.16753
445,65.23852
446,54.29673
447,53.32071
448,33.25807
449,45.508636
450,47.234818
451,45.079754
452,45.154434
453,45.66436
454,42.68
455,42.190655
456,42.208576
457,42.21875
458,42.226097
459,36.92772
460,46.94149
461,46.550552
462,37.443436
463,37.30486
464,37.868507
465,37.38591
466,38.69943
467,54.08076
468,66.02439
469,53.995636
470,54.023773
471,37.232384
472,90.17178
473,90.276344
474,66.1878
475,68.153755
476,73.19571
477,67.90229
478,70.160675
479,70.117935
480,67.88398
481,45.17822
482,45.166912
483,47.749657
484,47.763367
485,35.700645
486,35.687565
487,35.630905
488,37.14021
489,35.596367
490,61.1846
491,61.284683
492,50.224594
493,49.61844
494,47.44099
495,44.440945
496,44.28373
497,43.597748
498,45.8703
499,43.778347
500,42.25664
501,39.076683
502,39.190605
503,40.115242
504,40.82512
505,39.281837
506,41.952454
507,41.992332
508,61.110107
509,62.18151
510,62.131866
511,61.157494
512,73.14936
513,61.197166
514,61.202904
515,42.19043
516,27.363024
517,42.20793
518,37.188858
519,42.23857
520,45.949142
521,45.989273
522,46.038605
523,46.07895
524,46.09854
525,42.21131
526,42.222862
527,42.2424
528,42.451572
529,46.23515
530,46.251904
531,42.174652
532,46.148125
533,46.162643
534,47.075554
535,66.1448
536,65.65492
537,42.331474
538,52.458904
539,43.586014
540,46.155045
541,46.14612
542,46.056416
543,46.065613
544,43.18131
545,42.82364
546,43.07102
547,41.39737
548,41.64135
549,41.731926
550,36.97581
551,46.513023
552,45.83644
553,45.857468
554,37.023575
555,36.993996
556,36.985386
557,49.087364
558,61.08206
559,49.148857
560,49.12635
561,42.004242
562,35.20771
563,42.225468
564,45.21644
565,35.142666
566,35.875347
567,35.827824
568,35.120987
569,35.11125
570,35.214878
571,35.69311
572,43.899612
573,62.969772
574,63.010498
575,86.89251
576,86.97798
577,86.99784
578,86.99687
579,87.085754
580,68.25248
581,68.26653
582,75.16754
583,52.905457
584,50.707535
585,48.812794
586,45.29306
587,43.88538
588,43.788452
589,43.758904
590,43.801086
591,43.859688
592,40.976685
593,39.00053
594,38.92979
595,38.91917
596,75.04195
597,74.97892
598,74.88105
599,74.827255
600,74.933
601,74.93817
602,74.948044
603,74.98289
604,74.93426
605,74.91118
606,74.928116
607,74.99231
608,44.13644
609,44.357273
610,44.376167
611,44.396637
612,44.167694
613,44.151127
614,44.117737
615,44.12651
616,44.339966
617,36.190006
618,75.12004
619,75.07948
620,75.05069
621,75.00613
622,74.93623
623,63.15236
624,63.12816
625,63.14456
626,64.65466
627,65.28203
628,56.013306
629,54.36257
630,44.338737
631,47.083282
632,47.277145
633,44.258453
634,44.04358
635,43.776134
636,43.791107
637,40.993576
638,40.83273
639,40.584473
640,44.18792
641,44.019394
642,70.239914
643,70.47334
644,70.41972
645,70.16275
646,69.94891
647,68.206116
648,68.22815
649,68.21608
650,56.298645
651,32.226387
652,32.222095
653,44.27688
654,44.24722
655,44.35694
656,41.12738
657,33.51065
658,37.052303
659,34.653427
660,36.96102
661,36.813026
662,32.18158
663,44.087044
664,44.10466
665,45.380253
666,44.045166
667,44.337345
668,44.16448
669,33.670692
670,33.658398
671,32.39982
672,32.065292
673,32.357483
674,49.93872
675,49.039055
676,46.283295
677,44.34563
678,43.96284
679,42.250458
680,42.177444
681,43.92152
682,39.126625
683,42.287598
684,39.11286
685,39.08193
686,44.12491
687,44.070904
688,44.049355
689,44.021576
690,59.909286
691,62.87629
692,62.772278
693,59.888683
694,59.92647
695,60.9287
696,61.639175
697,44.14599
698,44.173794
699,44.175583
700,44.19022
701,44.19588
702,44.145298
703,44.14663
704,44.148758
705,44.14918
706,44.14822
707,44.145447
708,44.241005
709,44.25791
710,44.189995
711,44.256054
712,44.174995
713,44.135006
714,44.19523
715,44.121544
716,44.11155
717,0
718,62.11805
719,52.437103
720,52.411022
721,44.85914
722,45.658344
723,43.998142
724,43.232727
725,43.60828
726,43.591866
727,43.826508
728,40.770893
729,40.77516
730,40.779755
731,40.73398
732,44.046227
733,49.149536
734,48.335136
735,44.238388
736,36.161064
737,36.829712
738,36.89419
739,44.181385
740,56.15736
741,56.223896
742,63.539078
743,56.204834
744,56.148457
745,56.082516
746,44.139282
747,37.05054
748,37.03806
749,37.110245
750,37.206726
751,37.22798
752,37.229214
753,37.249023
754,41.17941
755,76.791306
756,49.40455
757,77.75594
758,77.63998
759,77.537506
760,76.89022
761,77.388214
762,65.27672
763,60.62797
764,60.248703
765,48.960423
766,47.56048
767,44.82254
768,44.2967
769,43.833324
770,42.573425
771,42.044353
772,40.40735
773,40.124054
774,40.241096
775,40.100014
776,40.319565
777,39.93065
778,39.95571
779,49.184616
780,49.207314
781,71.47826
782,71.74406
783,71.66275
784,71.95204
785,74.19433
786,49.168144
787,49.046505
788,49.016518
789,48.982727
790,49.007732
791,67.9884
792,68.01267
793,68.02468
794,68.0111
795,79.98061
796,79.78569
797,49.059013
798,37.087265
799,37.091568
800,67.9474
801,67.94011
802,67.998215
803,79.963684
804,79.98166
805,80.03708
806,68.06516
807,68.07551
808,68.07124
809,67.9901
810,54.433907
811,20.081255
812,44.727955
813,45.781258
814,45.96673
815,45.935356
816,45.83278
817,44.71099
818,44.001736
819,42.25235
820,40.34801
821,39.533997
822,24.266037
823,48.906727
824,61.049034
825,61.04957
826,61.04442
827,73.076035
828,54.06142
829,54.06817
830,54.056877
831,34.99763
832,37.228737
833,34.23699
834,33.603386
835,31.946331
836,58.07246
837,58.05477
838,70.06578
839,70.10923
840,70.05354
841,70.06185
842,69.98453
843,69.957695
844,68.1247
845,48.93656
846,60.994865
847,61.023247
848,61.03505
849,61.045166
850,61.10376
851,61.119095
852,61.12258
853,61.14148
854,61.122047
855,61.11058
856,49.895523
857,49.874393
858,46.69519
859,44.656757
860,44.39849
861,43.85521
862,45.92961
863,45.245323
864,42.04364
865,39.35962
866,66.068214
867,66.045845
868,66.02734
869,67.40405
870,67.41118
871,67.21353
872,67.3643
873,67.300095
874,66.26101
875,69.82517
876,69.886314
877,67.622
878,67.98268
879,69.15245
880,27.056839
881,34.11925
882,37.081326
883,43.533066
884,69.88722
885,69.90076
886,68.32972
887,69.77234
888,68.6159
889,68.78416
890,49.12769
891,30.275654
892,27.206684
893,27.208305
894,41.791016
895,53.66294
896,42.167667
897,49.14314
898,49.123924
899,66.045006
900,65.455574
901,42.002544
902,26.201576
903,33.115173
904,47.022263
905,47.878677
906,46.60937
907,46.096607
908,45.120422
909,41.397842
910,41.334885
911,41.693203
912,41.653717
913,49.284542
914,58.902817
915,58.84166
916,49.237465
917,49.223366
918,49.186287
919,49.216965
920,49.23249
921,49.26599
922,49.320152
923,55.615803
924,49.21042
925,49.150406
926,34.200985
927,44.792145
928,44.36058
929,35.15057
930,35.18119
931,35.22273
932,44.139526
933,44.09527
934,43.965355
935,56.02156
936,56.87543
937,69.91641
938,70.00029
939,69.93579
940,68.1935
941,68.21856
942,68.25983
943,69.83239
944,70.11272
945,70.40905
946,57.46288
947,49.13529
948,48.91215
949,45.876236
950,45.291985
951,43.92562
952,43.821323
953,43.867275
954,43.89756
955,43.925735
956,40.055218
957,40.22126
958,39.8013
959,39.01776
960,39.010796
961,39.038536
962,63.211693
963,68.17447
964,70.36181
965,70.21026
966,68.16951
967,68.16703
968,69.8457
969,69.96229
970,68.14555
971,44.302105
972,44.61743
973,44.176422
974,43.963673
975,44.058334
976,44.18927
977,44.10709
978,44.128
979,48.21672
980,48.222694
981,71.27265
982,75.10715
983,75.18143
984,75.17612
985,75.13848
986,75.11624
987,63.098732
988,63.12812
989,63.14
990,63.18576
991,65.22932
992,43.957413
993,52.26745
994,44.691338
995,46.84307
996,47.250282
997,43.76527
998,47.288406
999,43.8199
1000,43.83952
1001,44.083065
1002,40.94224
1003,41.072906
1004,44.076958
1005,44.047653
1006,43.984444
1007,56.014492
1008,57.074604
1009,56.011368
1010,56.044773
1011,71.96701
1012,71.89644
1013,71.597466
1014,70.77718
1015,49.021027
1016,44.11707
1017,44.121407
1018,47.272995
1019,41.302673
1020,41.31366
1021,41.288258
1022,44.09152
1023,44.167847
1024,44.787453
1025,27.378849
1026,36.896954
1027,20.245304
1028,45.591743
1029,45.483078
1030,44.428604
1031,44.4689
1032,44.057747
1033,33.390354
1034,44.187027
1035,44.20939
1036,32.6706
1037,44.146782
1038,49.88554
1039,49.024063
1040,46.70347
1041,44.37404
1042,43.940956
1043,42.440617
1044,41.611588
1045,41.845566
1046,43.86277
1047,41.43168
1048,41.170914
1049,39.61983
1050,39.89333
1051,38.52202
1052,44.200928
1053,65.87019
1054,68.14053
1055,68.14274
1056,68.138664
1057,68.08058
1058,68.09987
1059,68.02954
1060,67.83451
1061,65.18899
1062,52.173088
1063,41.593597
1064,46.399624
1065,46.32716
1066,64.93211
1067,64.965
1068,67.96611
1069,67.9743
1070,67.95708
1071,65.11841
1072,67.96616
1073,65.06433
1074,41.259186
1075,41.2457
1076,52.72065
1077,53.144936
1078,53.106606
1079,74.88251
1080,74.94823
1081,74.99074
1082,32.13997
1083,54.201027
1084,53.434547
1085,44.941116
1086,48.076065
1087,47.205643
1088,44.18831
1089,44.068893
1090,44.04083
1091,41.284584
1092,41.271015
1093,41.28089
1094,41.290493
1095,41.040432
1096,41.276237
1097,46.9171
1098,53.53657
1099,53.393616
1100,53.293686
1101,53.330452
1102,36.736927
1103,37.02733
1104,63.21186
1105,51.064507
1106,18.030554
1107,34.14338
1108,51.598675
1109,42.12151
1110,41.997375
1111,42.051514
1112,41.180717
1113,41.10515
1114,53.150627
1115,41.73822
1116,41.623577
1117,34.949234
1118,41.248947
1119,34.473946
1120,61.353226
1121,61.40045
1122,65.2346
1123,65.26318
1124,65.26018
1125,65.218994
1126,65.209465
1127,65.17889
1128,65.18877
1129,52.93914
1130,48.88496
1131,45.851944
1132,45.252514
1133,43.999886
1134,43.21463
1135,42.097168
1136,44.4292
1137,42.01367
1138,42.012005
1139,42.00294
1140,41.986286
1141,65.13697
1142,65.10547
1143,65.06673
1144,65.03189
1145,65.01152
1146,61.370583
1147,62.53492
1148,72.40414
1149,72.527176
1150,72.6935
1151,46.07457
1152,46.097523
1153,46.380054
1154,46.703255
1155,46.139374
1156,36.9615
1157,36.965805
1158,36.962822
1159,36.97017
1160,46.108765
1161,70.00841
1162,68.00832
1163,67.26442
1164,67.353775
1165,52.0997
1166,53.03176
1167,52.9842
1168,53.01829
1169,46.048016
1170,46.200127
1171,67.44153
1172,69.87312
1173,66.54527
1174,54.332466
1175,54.317863
1176,46.297016
1177,48.837673
1178,45.77105
1179,44.745388
1180,45.83838
1181,44.14949
1182,41.67691
1183,41.67414
1184,41.644203
1185,40.726883
1186,37.495136
1187,37.498074
1188,46.579353
1189,37.466293
1190,37.440228
1191,37.41744
1192,38.280228
1193,38.285286
1194,42.162228
1195,54.091766
1196,37.809105
1197,37.296135
1198,37.27729
1199,45.85983
1200,50.44622
1201,42.206776
1202,54.24567
1203,54.26659
1204,73.28954
1205,102.32989
1206,70.15698
1207,70.096054
1208,34.091675
1209,44.925053
1210,44.86467
1211,47.746597
1212,47.729313
1213,35.678825
1214,35.668518
1215,35.64671
1216,37.162872
1217,42.115257
1218,37.083176
1219,49.066372
1220,50.90493
1221,48.8285
1222,47.55803
1223,44.339417
1224,43.834152
1225,43.648075
1226,45.84541
1227,43.73672
1228,38.34758
1229,38.326466
1230,38.31373
1231,39.22515
1232,42.049065
1233,39.291862
1234,42.052944
1235,42.01688
1236,46.06775
1237,61.07746
1238,61.06391
1239,61.07106
1240,61.11286
1241,61.105324
1242,58.61261
1243,42.221336
1244,27.408686
1245,27.404314
1246,37.455807
1247,37.4133
1248,41.26559
1249,41.29396
1250,41.99498
1251,48.987156
1252,41.99927
1253,42.277092
1254,42.263847
1255,42.27172
1256,42.23887
1257,42.150967
1258,42.147625
1259,42.65371
1260,42.134174
1261,46.095818
1262,46.077152
1263,73.23778
1264,53.882366
1265,54.25791
1266,32.395195
1267,45.948402
1268,47.376534
1269,46.13195
1270,43.273975
1271,45.68847
1272,45.991623
1273,42.76917
1274,41.91826
1275,41.08538
1276,39.122032
1277,37.14663
1278,37.18074
1279,49.306343
1280,49.218166
1281,37.362972
1282,38.142475
1283,38.106255
1284,37.028557
1285,37.029373
1286,49.107506
1287,49.158897
1288,18.047298
1289,34.2294
1290,34.13283
1291,44.10097
1292,44.008102
1293,35.188118
1294,35.948723
1295,36.077244
1296,35.698166
1297,36.11265
1298,63.084335
1299,51.029243
1300,44.054497
1301,63.06891
1302,63.08204
1303,63.095314
1304,63.14096
1305,66.02539
1306,68.20272
1307,68.24067
1308,63.187027
1309,63.167297
1310,61.18547
1311,50.028244
1312,49.99279
1313,48.95207
1314,44.051086
1315,43.847244
1316,43.24385
1317,43.83727
1318,43.905586
1319,43.905354
1320,40.0259
1321,38.958855
1322,38.935497
1323,63.226578
1324,63.196365
1325,63.18727
1326,63.159317
1327,63.12464
1328,63.10817
1329,63.08467
1330,63.130753
1331,63.166588
1332,63.192482
1333,75.26666
1334,44.18637
1335,44.17171
1336,44.193027
1337,44.141003
1338,47.41234
1339,51.241127
1340,75.20977
1341,63.191536
1342,63.188354
1343,63.181023
1344,63.181717
1345,75.12713
1346,75.09593
1347,75.11077
1348,75.108734
1349,75.085434
1350,75.12709
1351,75.12041
1352,75.14429
1353,75.16194
1354,75.16779
1355,63.186295
1356,54.660263
1357,32.302692
1358,45.198486
1359,47.35634
1360,45.154892
1361,43.31799
1362,43.751488
1363,43.336445
1364,44.01196
1365,41.196198
1366,41.199043
1367,41.19789
1368,41.16757
1369,44.097527
1370,56.189346
1371,56.18453
1372,57.065582
1373,56.10183
1374,56.05561
1375,44.070915
1376,63.045433
1377,63.10405
1378,44.215294
1379,44.03775
1380,44.070915
1381,47.25595
1382,51.005287
1383,51.014847
1384,63.18125
1385,51.046875
1386,44.0018
1387,35.605225
1388,35.196667
1389,32.160755
1390,32.15922
1391,32.168823
1392,44.003662
1393,49.094685
1394,49.078777
1395,49.1399
1396,49.1165
1397,40.075523
1398,34.350933
1399,32.317844
1400,32.333046
1401,38.78528
1402,51.630672
1403,48.937237
1404,47.097153
1405,43.966606
1406,43.480232
1407,42.001884
1408,41.28576
1409,41.195282
1410,39.08074
1411,41.09247
1412,41.38738
1413,40.026863
1414,40.11477
1415,44.08557
1416,56.127285
1417,56.13932
1418,56.17031
1419,56.20514
1420,56.20282
1421,56.19279
1422,63.59108
1423,64.17542
1424,56.08078
1425,56.048065
1426,37.088943
1427,37.079475
1428,42.355537
1429,37.885967
1430,43.985573
1431,43.956654
1432,43.983315
1433,56.2754
1434,56.27556
1435,56.31073
1436,56.28645
1437,56.159122
1438,57.397552
1439,43.871956
1440,43.22483
1441,43.228363
1442,43.21501
1443,37.141068
1444,37.1784
1445,160.76558
1446,61.250397
1447,41.19989
1448,32.3413
1449,44.599648
1450,47.73564
1451,45.20842
1452,43.397125
1453,45.14812
1454,44.002647
1455,41.98429
1456,41.99292
1457,41.95172
1458,40.849964
1459,37.66367
1460,36.94362
1461,46.30719
1462,46.293762
1463,37.109077
1464,37.82775
1465,37.108685
1466,37.152527
1467,37.16143
1468,37.17843
1469,37.274715
1470,44.107426
1471,44.141777
1472,49.378616
1473,49.22545
1474,49.15983
1475,49.181824
1476,37.011696
1477,36.962116
1478,48.994987
1479,49.047333
1480,49.07016
1481,49.380493
1482,49.386257
1483,49.40248
1484,56.096092
1485,68.25175
1486,68.220924
1487,68.22664
1488,68.22312
1489,68.20737
1490,68.191185
1491,68.04293
1492,56.21958
1493,48.852486
1494,48.371254
1495,48.31524
1496,46.94761
1497,43.97902
1498,43.971035
1499,43.29502
1500,43.326767
1501,43.26919
1502,40.959705
1503,41.302933
1504,39.417114
1505,37.594032
1506,48.95438
1507,61.025192
1508,68.07181
1509,68.04327
1510,68.07518
1511,56.077744
1512,49.154793
1513,49.20917
1514,57.301178
1515,49.2304
1516,49.201366
1517,49.15867
1518,49.11938
1519,41.27491
1520,45.999035
1521,37.328175
1522,37.20528
1523,53.922432
1524,41.246655
1525,34.02998
1526,34.103848
1527,64.84961
1528,63.912773
1529,63.85157
1530,62.9308
1531,61.037613
1532,61.055115
1533,54.170254
1534,54.22888
1535,54.606583
1536,55.64
1537,57.673336
1538,43.08297
1539,25.111794
1540,45.135292
1541,47.034363
1542,47.80514
1543,46.98551
1544,45.128914
1545,45.1277
1546,42.801968
1547,41.267025
1548,40.958874
1549,36.905827
1550,39.812107
1551,32.215733
1552,32.20346
1553,42.0242
1554,33.258755
1555,37.10888
1556,34.17133
1557,34.482616
1558,35.130974
1559,34.214027
1560,35.16077
1561,35.177853
1562,35.021595
1563,37.0672
1564,37.078037
1565,37.09239
1566,61.119034
1567,61.146294
1568,61.155067
1569,61.215652
1570,49.168705
1571,94.14032
1572,37.16285
1573,50.495903
1574,37.13313
1575,50.511646
1576,38.502296
1577,38.479836
1578,42.093475
1579,40.154682
1580,40.766647
1581,47.170727
1582,92.643234
1583,56.254086
1584,51.619446
1585,47.63268
1586,45.785717
1587,44.246212
1588,43.809803
1589,43.081123
1590,43.803036
1591,43.82518
1592,42.39477
1593,41.9503
1594,46.015823
1595,45.98601
1596,64.9873
1597,64.95919
1598,52.946365
1599,54.534622
1600,54.20683
1601,54.212025
1602,54.22702
1603,54.257088
1604,54.262657
1605,46.08573
1606,22.178026
1607,34.134697
1608,45.969162
1609,47.68411
1610,41.960426
1611,35.006977
1612,34.987362
1613,35.217598
1614,37.79609
1615,35.443283
1616,35.452576
1617,34.125107
1618,34.12401
1619,35.472584
1620,34.1536
1621,46.368656
1622,39.1805
1623,39.138145
1624,35.228844
1625,39.065968
1626,34.30516
1627,0
1628,41.20247
1629,54.34288
1630,33.11553
1631,44.378326
1632,47.17051
1633,48.196754
1634,43.803986
1635,44.05193
1636,44.384964
1637,56.927277
1638,57.136833
1639,59.012455
1640,57.69332
1641,57.95424
1642,58.13435
1643,58.29252
1644,58.39486
1645,58.44951
1646,58.453896
1647,58.429512
1648,58.365177
1649,58.32279
1650,58.33805
1651,60.96457
1652,61.147255
1653,59.388924
1654,60.34108
1655,71.970436
1656,72.04108
1657,72.09052
1658,71.95798
1659,71.82857
1660,71.74849
1661,71.58781
1662,71.43486
1663,60.70188
1664,116.36808
1665,116.24646
1666,115.94627
1667,115.6434
1668,115.369736
1669,115.12096
1670,114.901306
1671,114.74998
1672,60.68689
1673,60.013893
1674,49.275276
1675,49.742203
1676,49.726257
1677,48.995705
1678,48.894413
1679,47.383484
1680,46.009727
1681,44.77711
1682,48.55125
1683,60.54745
1684,60.587708
1685,60.802002
1686,61.165062
1687,75.08847
1688,75.13843
1689,91.893524
1690,83.421036
1691,97.456924
1692,97.783615
1693,63.52571
1694,62.68991
1695,60.977062
1696,60.83172
1697,60.802963
1698,17.564377
1699,49.419228
1700,49.497932
1701,49.475155
1702,101.94385
1703,101.91075
1704,101.98706
1705,102.10257
1706,102.107254
1707,102.11767
1708,36.93564
1709,23.159826
1710,116.97592
1711,116.805084
1712,115.28895
1713,115.33011
1714,115.15735
1715,59.550613
1716,58.4022
1717,114.77435
1718,114.25658
1719,42.424294
1720,52.10913
1721,33.12363
1722,46.151993
1723,46.141
1724,45.66301
1725,45.021286
1726,44.34454
1727,44.936592
1728,62.915695
1729,64.742325
1730,64.679924
1731,66.328384
1732,66.38487
1733,66.66849
1734,66.688354
1735,66.70561
1736,66.42685
1737,66.02662
1738,65.52147
1739,64.86908
1740,64.5675
1741,63.740417
1742,63.49431
1743,63.508705
1744,59.512493
1745,59.49376
1746,59.57273
1747,72.7439
1748,72.43503
1749,72.51881
1750,72.49402
1751,72.46367
1752,59.122307
1753,72.42857
1754,72.51611
1755,59.381767
1756,59.527992
1757,59.669052
1758,59.799488
1759,73.6706
1760,73.76786
1761,73.83705
1762,73.70613
1763,73.524826
1764,73.59965
1765,73.489944
1766,52.643635
1767,48.083828
1768,47.430893
1769,47.375717
1770,47.920067
1771,44.01104
1772,44.02401
1773,73.25584
1774,73.21904
1775,40.811237
1776,59.594444
1777,59.272865
1778,59.482002
1779,59.42256
1780,59.31698
1781,59.239944
1782,59.229828
1783,59.225304
1784,59.22313
1785,59.16816
1786,59.06627
1787,58.9759
1788,57.30319
1789,56.851112
1790,56.3468
1791,56.0119
1792,56.045265
1793,56.20975
1794,56.390907
1795,57.628723
1796,57.661366
1797,57.634724
1798,57.487576
1799,57.278503
1800,57.162544
1801,57.037113
1802,56.98859
1803,57.050232
1804,57.04068
1805,75.41325
1806,75.2954
1807,75.24516
1808,75.15964
1809,75.264786
1810,63.39879
1811,56.1949
1812,50.602394
1813,46.99401
1814,46.035564
1815,43.31645
1816,46.064117
1817,46.381447
1818,43.655605
1819,43.78168
1820,56.134605
1821,56.402542
1822,56.56185
1823,56.592144
1824,50.757072
1825,50.762352
1826,38.816765
1827,55.97988
1828,55.833057
1829,55.748756
1830,55.743538
1831,55.800606
1832,55.991257
1833,56.14499
1834,56.242355
1835,56.264618
1836,56.253834
1837,56.170452
1838,56.06487
1839,43.955486
1840,43.833447
1841,73.54636
1842,55.690144
1843,55.692604
1844,55.721107
1845,55.759106
1846,55.85201
1847,56.03186
1848,56.250675
1849,56.509346
1850,56.575844
1851,56.577095
1852,56.544147
1853,56.321743
1854,56.209408
1855,56.037834
1856,55.86418
1857,47.672615
1858,46.33912
1859,44.029305
1860,43.70548
1861,43.4964
1862,43.588757
1863,44.0211
1864,44.18096
1865,44.27504
1866,56.344177
1867,56.290207
1868,56.24088
1869,56.109062
1870,55.9431
1871,55.767914
1872,55.65226
1873,55.700924
1874,55.819145
1875,56.024323
1876,56.201645
1877,56.279358
1878,56.35404
